Keyskills
"TDS,Finance,accounting"
"sales accounting,sap fico,management,ms office,sales,sales account,accounting,plant"
"accounting,balance,export documentation,service tax,entry tax,finance,reporting"
"SAP FICO,v,j,payments,cash,fico,bank reconciliation,sap finance"
"excel,accounting,financial services,receivable,reporting,payables,sales"
"forecasting,strong analytical skills,monthly reports"
"coding,business services,analytics,business strategy,supply chain"
"information technology,investment banking,investment"
"financial analysis,balance sheet,reporting,balance,finance,variance analysis,general accounting"
"Accounting,Articleship,General Accounting,General Ledger,CA,fix,auditing,tds"
"Business administration,Wholesale banking,Capital market,Financial services,Data entry,wholesale,administration,data"
"Finance,budgeting,mis,accounts,senior,payments,functional"
"cash flow,ams,microfinance,senior,cash flow"
"Financial Analysis,TDS,Revenue Analysis,Profitability Analysis,Taxation,analysis,finance,profitability"
"ERP,BRECO FCU,Accounts Receivable,Taxation,Balance Sheet,receivable,balance,accounting"
"Forex Risk Management,Buyers Credit,Bank Guarantee,Foreign Remittance,Letter Of Credit,working capital,buying,finance"
"SAP FI,accounts receivable,accounts payable,fi,receivable,general,finance,sap"
"SAP,control,financial analysis,treasury operations,statutory audit,operations,auditing,statutory"
"project,trade finance,international marketing,trade,reporting"
"profitability working,Business Finance,FPA,Financial Planning And Analysis,Budgeting,sap profitability,revenue"
"finance and accounts,interpersonal skill,management,monitoring,media,data privacy,genetics,reconciliation"
"Corporate Finance,ams,modeling,risk,financial risk,finance,fund raising,financial modelling"
"Financial planning,kpi,planning,microsoft,accounting,problem solving,excel"
"Senior Accountant,tds,gst,financial statements,management,taxation,reconciliation,accounting"
"ERP,Excel,Reconciliation,Quick Books,Charted Accountant,balance,budgeting,quick"
"consumer goods,forecasting,management,financial statements,cash management,budgeting,financial analysis,analysis"
"MS Office,tally erp,receivable,account management,verification,payables,accounting software,accounting system"
